Date	cusip	sedol	compustat_id	ROE	CFROIC	LTDE	CapAcqRatio	ShareChg	CashCycle	NetProfitMargin	WCAccruals	BP	PM12M1M	PM1M	LogMktCap	AnnVol12M	AnnVol1M	HL1M	LogTTMSales	FCFP	EBITDAEV	EP	AstAdjChg1YFCF	AstAdjChg1YOCF	Chg1YAstTo	Chg1YEPS	PM9M	Beta60M	SusGrwRate	90DCV	DivP	SEV	AccrualRatioCF	PM5D	NIStab	LTGC	EstDiffC	SUEC	EPSNumRevFY1C	PM-style	HG-style	CE-style	Val-style	EQ-style	Sz-style	Vol-style	AE-style
2014-03-11		6175203	01574301W	2	5	4	5	4	5	1	2	4	2	3	5	5	5	1	5	5		2	4	4	4	3	3	3	3	5	3	4		2	2	4	4	2	4	1	4	5	4	2	5	5	3
2014-03-11		6489937	20331101W	5	5	1	5	5	5	5	5	2	5	1	3	1	2	1	1	5	5	5	5	5	5	5	5	1		1		4		3						3	5	5	5	5	2	1	
2014-03-11		6138701	20082201W										3	3		5	5										3			5				3						3						5	
2014-03-11		B02PY22	20809501W	2	1	4	2	3	1	1	2	5	2	4	5	5	5	4	5	2	3	3	3	3	3	3	3	4	4	4	2	4	3	4	4	4	4	5	4	4	4	2	4	2	5	5	5
2014-03-11		6648868	25792101W	2	3	1	4	4	2	2	2	1	4	5	2	2	1	4	3	5	1	1	4	1	3		2	2		2		1	5	4	3					5	3	2	1	2	2	1	
2014-03-11		B01RK98	27098701W	4	4		4	1	1	3	3	3	3	5	2	3	3	3	2	3	1	3	2	3	5	3	3	2		4	1	1	2	2	3					3	3	4	2	2	2	3	
2014-03-11		B02QFZ5	27099301W	5	2	4	2	4	3	5	4	1	5	1	1	2	1	3	2	1	2	5	2	2	3		5	3		2		2	1	1	5					2	2	4	2	4	1	2	
2014-03-11		B02SP17	27100201W	5	4	1	3	5	3	4	3	1	5	1	1	2	2		2	3	5	5	2	2	4	5	4	3		2		1		3						4	3	4	3	5	1	2	
2014-03-11		B1PB3K5	28247101W	5	3		3	2	2	5	1	3	1	1	2	1	3	1	2	3	1	4	1	1	1	5	1	1		1		5	1	4	5					1	1	4	3	2	2	1	
2014-03-11		B1QH443	28262501W	1	2	4	1	4	3	2	3	3	2	3	4	4	4	4	4	1	2	1	3	3	1	1	4	2	1	5	1	2	4	3	2					3	1	2	1	2	4	4	
2014-03-11		6345556	24583601W	5	5	2	5	5	2	5	4	5	2	4	2	3	3	2	3	4	5	5	4	5	2		2	4		4		2	2	2	5					1	4	5	5	4	3	4	
2014-03-11		B9YHNY4	24264101W	4	2	3	3	1	1	5	1	3	4	5	4	2	2	4	4	3	2	4	2	2	2		3	4		2		4	2	1	4					4	1	2	2	2	4	2	
2014-03-11		6163327	24609501W	1	5	5	5	5	5	2	5	5	2	4	5	5	4	3	5	5	4	2	2	2	4	2	2	5	4	5	1	4	5	4	2					3	3	5	3	5	5	5	
2014-03-11		6286053	24610201W	4	4	2	4	3	2	4	1	1	3	2	1	2	3	2	4	4	1	3	2	3	2		3	3	5	1	1	1	2	4	5					3	4	4	1	3	2	2	
2014-03-11		6259271	24612501W	4	4		5	1	5	1	2	3	3	2	4	1	1	4	1	3	4	3	3	3	1	5	3	2		1		5	3	2	4					3	3	4	4	3	2	1	
2014-03-11		6811295	01577201W	3	4	2		2	5	1	4	2	4	5	5	5	2	5	5	3	3	2	4	4	5	3	2	3	3	3	4	5	3	4	3		5	3	5	5	5	2	3	4	5	4	5
2014-03-11		6216760	20135801W	2	5	4	4	1	2	4	5	4	4	3	5	5	5	2	5	5	3	1	4	4	3	2	4	2	1	5	3	1	5	1	2	4	1	2	1	2	3	3	3	5	5	4	1
2014-03-11		6380159	20266601W	3	1		1	5	4	2	2	3	4	2	2	2	4	1	1	1	1	1	1	1	5	4	4	5	5	2	1	2	1	2	4					2	3	2	1	2	2	3	
2014-03-11		6530965	20042201W	1	5	5	5	2	5	1	5	3	3	4	4	5	5	5	3	4	4	1	5	5	5	3	2	3	1	5	2	5	4	5	1					5	5	4	4	3	4	5	
2014-03-11		B19ZPQ3	20825301W	3	4	2	5	2	5	1	5	5	4	3	5	4	4	4	3	3	4	4	4	4	1	1	5	4	4	4	5	5	5	5			3		2	5	3	3	5	5	4	4	2
2014-03-11		B07R0B4	25796301W	2	2		3	5	3	1	5	4	4	4	4	3	3	3	2	4	2	2	5	3	2	3	4	1		4		4	5	4	2					5	3	2	2	4	3	3	
2014-03-11		6465443	22208001W	4	1	4	1	2	5	5	1	1	4	2	3	3	3	3	1	1		4	1	1	5	5	4	4	4	4	2	5	1	3	5					4	3	1	2	4	2	4	
2014-03-11		B8HCXF0	27780301W	5	5		4	2	1	4	5	5	4	2	4	2	2	3	5	2	4	4	1	1	1	4	3	3		2		1	1	1						2	1	4	2	2	4	2	
2014-03-11		B6Z8WF9	27098601W	5	5		5	5	5	5	5	1	5	1	1	1	1	2	1	5	5	5	2	2	5		5	1		1		5	5	5	5					5	3	5	5	5	1	1	
2014-03-11		6622163	27099201W	2	5	2	5	1	4	2	5	5	4	3	4	3	3	4	4	4	3	3	4	4	3	2	4	2	1	4	1	3	4	5						5	2	3	2	5	4	3	
2014-03-11		B80D7J2	24607901W	2	5	4	4	5	5	2	5	3	3	2	3	4	4	1	3	5	2	1	4	5	5	4	3	4	5	4	5	3	5	3						2	5	5	4	5	3	4	
2014-03-11		6298166	21214401W	1	3	3	1	2	5	1	2	3	1	2	3	3	2	3	1	2	5	1	4	4	5	1	1	2	5	5	5	4	1	5						2	5	1	3	1	2	3	
2014-03-11		6881919	21215101W	4	4	4	5	4	2	4	2	2	4	4	3	3	3	5	4	3	4	4	1	1	1	4	3	3	5	5	3	1	4	3	2					5	2	5	2	2	4	4	
2014-03-11		B1XFLM7	21238601W	1	1	5	3	2	2	2	2	5	3	5	5	4	5		5	3	2	3	4	2	2	3	4	5		3	2	4	2	2	3	1	1	2	1	4	2	2	2	1	5	5	1
2014-03-11		6663827	10101101W	4	3	5	2	2	5	2	4	2	4	4	5	5	5	5	4	2	4	4	3	3	2	4	4	5	5	4	3	5	3	4	3	2	3	5	3	5	3	3	3	4	5	5	4
2014-03-11		6322333	10158601W	4	4	3	3	4	1	4	3	1	3	3	4	5	4	4	2	3	4	4	1	3	3	4	3	1	1	4	3	4	2	5	2					4	2	4	3	2	3	4	
2014-03-11		6207463	12876301W	4	1	5	3	2	2	4	2	2	5	4	5	4	4	4	5	3	1	4	4	3	4	5	4	2		5		3	2	5	2					5	4	3	3	2	5	4	
2014-03-11		B063TH2	20337601W	2	4	4	5	1	5	1	3	2	2	2	3	4	5	2	2	3	4	1	1	2	1	1	3	2	2	5	4	4	5	2	2					1	1	3	3	4	3	5	
2014-03-11		6449931	22208401W	4	2	2	1	4	4	4	2	1	3	1	3	3	3	1	5	1	1	4	1	1	3	4	4	1	4	3	4	1	1	3	1					2	2	2	1	2	4	2	
2014-03-11		B15F664	27788101W	1	2	5	2	2	3	2	3	5	4	5	5	3	2	5	5	2	4	3	3	3	5	4	3	5	3	3	3	4	1	5	2	3	1	1	1	5	4	2	4	1	5	3	1
2014-03-11		B01BTN7	27099401W	2	5		5	5	4	2	5	5	1	1	4	1	2	3	3	4	4	3	5	5	2	1	1	1		3		4	5	1						1	4	5	5	5	4	1	
2014-03-11		B02FTS3	27100101W	3	1	5	2	2	4	3	4	1	2	1	1	2	2	1	4	1	1	1	2	2	2	1	3	2	4	2	3	3	2	4	3					2	2	2	1	3	2	2	
2014-03-11		6311223	24608701W	2	2	4	1	2	1	1	3	4	3	5	3	4	4	4	2	1	2	2	4	4	1	3	2	3	3	5	2	4	3	3	1					4	3	1	2	1	2	4	
2014-03-11		6167363	24610401W	3	2	3	3	2	4	3	4	2	2	1	2	1	1	1	2	4	3	2	4	4	4	4	4		3	1	2	2		1						1	4	3	2	4	1	1	
2014-03-11		6279859	24611201W	2	3	5	3	4	3	3	4	5	1	5	4	4	5	5	4	3	3	3	4	4	4	3	2	4	3	4	3	3	4	5	1	2	3		2	4	4	5	4	4	4	5	2
2014-03-11		6260336	24285801W	3	3	1	3	4	4	3	3	5	4	4	3	3	2	2	1	3	4	4	2	1	1	1	5			4		4	3	3	4					4	1	2	4	3	2	3	
2014-03-11		6371788	24688001W	3	1	1	2	2	3	3	3	1	2	2	2	3	5	2	3	2	1	2	4	4	3	4	3	1	2	5	2	1	2	3	2					2	3	1	1	2	3	4	
2014-03-11		6665254	20841201W	3	2		1	2	2	3	2	3	3	4	3	4	5	5	4	1	1	3	4	5	4	4	2	4	3	5	1	1	1	2	3					3	4	1	1	1	3	5	
2014-03-11		6005838	10155501W	4	3	1	2	4	3	5	2	4	4	2	3	2	2	1	2	2	4	4	1	1	4		4	2		3		4	1	3	4					2	2	3	5	3	3	2	
2014-03-11		6457677	22208801W	5	4	3	3	5	1	1	2	1	5	1	3	1	1	2		4	5	5	3	2	5	5	5	4		1		5	1	1	4					3	4	5	5	1	3	1	
2014-03-11		B02PD92	27101001W	5	4		3	2	3	5	2	1	3	2	1	1	5	2	2	3	5	5	2	2	1		3	1		2		1	1	1	5					2	1	4	3	4	2	2	
2014-03-11		6327424	24575701W	2	3	4	1	2	2	4	4	2	1	4	4	4	4	3	5	2	2	1	2	2	2	2	1		3	2	3	1	3	2	3		5	4	5	1	1	2	1	3	5	4	5
2014-03-11		6218131	24610301W	5	5		5	2	4	5	3	4	5	5	4	2	1	4	1	4	4	4	5	5	1		1	2		1		5	4	4	4					5	4	5	5	5	3	1	
2014-03-11		6272041	24610501W	1	1	2	2	4	4	2	4	4	1	4	4	4	3	2	4	2	2	1	1	1	4	1	2		1	5	1	2	4	3	1					2	1	1	1	3	4	4	
2014-03-11		6201034	24278101W	5	5	2	4	2	4	5	3	1	4	2	1	2	2	2	1	5	5	5	5	5	5	5	4	2		2		1		1						3	5	4	4	5	1	2	
2014-03-11		6258096	24285701W	5	5		5	2	2	4	3	2	4	1	1	2	2	2	3	4	1	5	5	5	4	5	4	1		3		5	2	1						2	5	4	4	3	2	2	
2014-03-11		6734637	20538501W	1	2		1	4	1	1	2	5	3	5	5	5	4	5	4	2	4	3	3	3	3	1	2	4	2	4	5	4	1	5	1	2	4	2	4	5	2	2	4	1	5	5	4
2014-03-11		6018450	20570901W	1	2	4	1	2	5	1	3	3	2	4	5	2	3	3	5	1	1	2	3	3	1	1	5	1	3	3	5	4	5	5	2					5	1	1	2	3	5	2	
2014-03-11		6662880	20864201W	4	3	2	3	4	5	1	1	2	4	3	5	5	3	1	4	3	4	3	4	4	3	4	4	2	5	3	2	4	4	2	2					3	5	4	3	3	4	3	
2014-03-11		6320058	24343601W	3	5	5	5	4	1	3	4	4	4	4	5	5	3	3	5	5	3	4	4	5	5	4	3	3	4	5	4	4		4	4	5	5	5	4	4	5	5	4	4	5	4	5
2014-03-11		6754419	20694601W	2	2	2	3	2	2	2	1	2	2	4	3	5	4	5	4	4	1	1	5	3	4	1	2	3	3	5	2	2	5	4	2					4	3	2	2	2	3	5	
2014-03-11		6751960	22176201W	4	5	2	1	2	3	3	5	4	1	4	4	4	4	5	5	1	2	3	4	4	2	5	1	1	3	4	4	1	1	5	5		3		2	3	4	3	2	3	5	3	2
2014-03-11		B1GJZN5	24292401W	4	4	2	4	1	5	5	3	2	4	1	1	3	3	1	1	4	5	4	4	2	5	5	4	5		4		5		1						1	5	3	5	5	1	4	
2014-03-11		B3K4SK8	29050201W	3	1	5	2	5	4	3	1	3	3	3	4	2	3	1	5	1	5	3	2	1	1		2	4	4	1	5	3	2	2	5		3	4	2	1	1	4	4	3	5	2	3
2014-03-11		6991993	21250401W	2	2		2	2	3	2	2	3	2	5	3	4	4	5	3	2	1	2	4	5	3	2	1	5	2	4	3	1	3	5	3					4	4	2	1	3	3	5	
2014-03-11		6338590	10222503W	3	3	2	2	1	4	2	3	2	2	4	5	4	5	5	5	2	3	3	3	3	2	4	2	2	4	5	4	4	2	5	4					4	3	1	2	3	5	5	
2014-03-11		B1XBXB8	28458101W	5	3		3	5	3	5	2	5	1	1	3	2	2	2	1	3	4	5	2	5	3	5	1	4		2		4	1	1	5					1	4	5	5	4	2	2	
2014-03-11		6446459	20684501W	4	2		1	1	5	3	1	2	3	3	3	4	3	3	3	1	3	4	5	5	4	3	3	3	5	5	2	2	2	3						3	5	1	2	3	3	4	
2014-03-11		6551579	20688301W	3	5	1	5	5	5	3	5	2	5	1	1	2	1	2	2	5	2	2	3	3	4	3	5	2		1		3	4	1	4					3	3	4	2	5	1	1	
2014-03-11		6902111	20695401W	1	1			2	3	1	5	5	2	2	4	5	5	1	2	2		2	3	1	1	1	3	4		5		5	1	2						1	1	1	3	1	3	5	
2014-03-11		6917018	20934401W	2	3		1	2	1	1	2	3	2	3	4	5	5	3	2	2	5	2	3	3	4	3	2	5	2	5	3	5	3	4						2	4	1	4	1	3	5	
2014-03-11		6341491	25300701W	2	4	5	4	5	5	3	4	4	4	2	3	3	4	2	4	4	3	2	1	1	1	4	4	3	1	4	1	3	4	2	1		5	4	5	3	1	5	3	4	4	4	5
2014-03-11		6175300	25325801W	4	4	1	4	2	3	3	3	3	4	2	5	5	4	2	5	4	4	3	4	4	4	4	4	3	4	3	4	2	3	4	3					4	5	4	4	4	5	4	
2014-03-11		6681249	27009801W	2	1	3	3	1	1	3	5	4	1	5	3	3	3	5	3	2	2	2	3	3	4	5	1	5	3	4	3	3	3	5	3					4	4	1	2	3	3	4	
2014-03-11		6671518	27011001W	3	5	3	5	4	5	1	3	3	4	1	5	4	2	3	3	4	4	3	4	4	2	4	5	1		2		5	4	5	3			1		5	4	5	5	4	4	2	1
2014-03-11		6097608	23216301W	2	1	2	2	2	1	3	4	3	2	5	2	1	1	3	4	1	1	1	2	2	3		1	1		3		1	2	5	5					4	1	1	1	3	3	1	
2014-03-11		B09G536	27319601W	3	1	1	1	4	3	4	1	3	2	3	1	3	5		3	1	1	3	1	1	2	1	4			4	1	1	1	3						2	1	1	1	2	2	4	
2014-03-11		6915120	10070001W	3	3	5	3	5	5	3	5	2	5	4	5	5	5	5	5	4	4	1	3	2	1	2	3	3	3	5	3	4	4	5	1		3		2	5	2	5	3	4	5	5	2
2014-03-11		6377515	10159201W	5	4	1	3	4	2	5	2	4	4	3	2	1	1	3	1	3	4	5	2	2	5		3	5		1		5		3						4	3	3	5	3	1	1	
2014-03-11		6246176	20342601W	4	5	2	5	2	4	4	5	2	3	5	1	2	3		1	5	5	4	5	5	4	5	5		5	1	2	1		3						5	5	5	3	5	1	2	
2014-03-11		B02PY00	20809505W	2	1	4	2	3	1	1	2	5	2	4	5	5	5	4	5	2	3	3	3	3	3	3	3	4	4	4	2	4	3	4	4					4	4	2	2	2	5	5	
2014-03-11		6811507	20809601W	3	2		1	2	5	1	3	2	3	3	3	5	5	5	1	1		3	3	3	4	3	3	5	5	5	3	4	2	4	4					5	4	2	2	4	2	5	
2014-03-11		B14SLY7	27758701W	3	4		5	2	4	3	5	1	1	5	3	1	1	2	4	4	1	1	5	5	3	2	1	1	3	1	4	1	4	5	4					3	4	4	1	5	3	1	
2014-03-11		6535904	27095501W	3	4	4	2	5	5	1	1	4	5	1	4	2	1	2	2	3	4	3	2	2	1	1	5	3		2		5	3	5						4	1	4	5	2	3	2	
2014-03-11		6168924	24266901W	4	4	1	2	2	3	4	3	4	5	1	2	2	2	1	2	3	5	4	4	4	3	5	5	5		2		3	3	5						4	5	1	3	3	2	2	
2014-03-11		6211248	24610101W	4	5	2	5	2	2	4	3	2	3	5	2	4	3	5	4	4	1	4	4	4	2	4	2		4	4	1	1	3	5	3					5	4	4	1	4	3	4	
2014-03-11		6287368	24611701W	4	1	2	3	5	4	2	2	2	1	1	2	2	1	1	3	5	4	1	5	1	4		1	2		1		3	3	1	5					1	4	3	3	3	3	1	
2014-03-11		6129114	24277301W	5	3	5	2	5	2	5	4	3	5	1	2	3	1	4	2	2	4	5	1	2	3	5	5	4		2		4	5	1						3	2	5	5	5	2	2	
2014-03-11		6150095	24277501W	2	2	5	1	2	4	3	4	3	1	4	4	5	4	5	5	1	2	2	1	1	2	3	2	2	1	5	4	2	5	5	1		3	5	2	4	1	2	2	4	5	4	4
2014-03-11		6264888	24285901W	1	1	1	1	4	1	1	1	2	5	1	3	1	2	1	2	1	5	1	1	1	3	2	5	1		1		5	5	1						2	1	1	2	1	3	1	
2014-03-11		6263681	24287701W	2	2		3	2	3	4	2	5	4	3	3	4	4	4	4	5	4	4	5	2	5		4	1		4		3	4	4	3					4	5	2	5	4	4	3	
2014-03-11		B1FDC37	27916101W	3	4	4	5	1	5	2	5	1	4	2	3	3	3	4	3	5	3	1	4	4	4	2	4	2	4	2	2	4	5	2	1					3	4	4	1	5	3	2	
2014-03-11		6306371	20681501W	5	5	3	5	1	1	5	4	5	5	3	1	1	1	3	1	5	5	5	3	3	5		5			1		3		1	4					4					1	1	
2014-03-11		6004954	24343501W	5	4	5	4	2	3	5	5	1	5	1	1	1	1	3	4	5	5	5	5	5	3		5	5		1		2	1	1	5					3	5	5	5	5	3	1	
2014-03-11		6494878	20686301W	2	2	5	2	1	5	3	2	2	3	4	3	5	3	3	4	1	3	1	1	1	1	2	3	3	2	5	4	3	2	3	3					3	1	2	2	3	4	4	
2014-03-11		6868547	20693901W	4	4	1	4	2	2	4	2	1	4	1	1	1	1		2	4	5	5	4	4	4	5	2		5	2	4	1		1						1	5	3	3	2	1	1	
2014-03-11		6517366	25297901W	4	5	2	5	2	4	4	2	2	4	2	3	4	3	1	4	5	4	3	5	5	4	3	3	3	5	4	5	2	2	2	4					1	5	4	4	4	4	4	
2014-03-11		6529123	25301301W	5	5	2	5	5	2	5	1	3	5	1	2	1	1	2	2	4	5	5	5	5	4		5	5		1		1	1	1						3	5	5	5	1	2	2	
2014-03-11		6740720	27010401W	1	1		1	4	1	1	2	5	1	5	4	3	4	4	2	2	2	2	2	2	1	1	1	4	2	3	5	4	5	4	1	3	1			3	1	1	3	1	4	4	1
2014-03-11		6723884	27013101W	3	1	2	2	5	2	4	1	1	2	2	1	2	3	3	2	1	1	2	2	1	2	3	1		3	3	3	1		5			3		2	2	2	3	1	1	2	2	2
2014-03-11		6698744	20365301W	2	1	4	2	4	4	3	1	3	3	4	3	5	4	5	4	1	1	1	3	2	4	1	2	5	3	5	3	2	2	3	2					4	2	2	1	2	4	5	
2014-03-11		6096973	23212301W	4	4		4	1	2	4	4	1	2	3	3	2	2	3	4	4	3	4	1	3	3		3	2	5	5	3	1	2	1						2	4	3	2	3	3	3	
2014-03-11		B23SH36	28590301W	3	2		1	2	4	2	2	1	4	3	1	3	1	3	2	1	5	1	1	1	4	2	4	2	3	3	3	5		1						3	2	1	2	3	2	2	
2014-03-11		B0KD224	27516801W	2	4	5	4	2	3	3	5	1	3	1	3	2	3	5	5	5	1	1	3	3	2	2	2	1		1		1	4	1	2					1	2	4	1	4	4	1	
2014-03-11		B2QPBL0	28909701W	4	3	2	2	2	4	4	3	1	3	2	1	2	2	5	4	1	1	5	3	3	5	4	3	3		3		1	5	5	5					4	5	3	1	5	2	2	
2014-03-11		B0D6V23	27395501W	4	3	2	3	4	4	3	3	1	4	5	1	1	2		1	3	1	2	4	4	2	1	3			3		2		3						5	2	3	2	4	1	2	
2014-03-11		6359524	24827801W	2	1		1	2	2	2	2	3	1	1	2	4	2	2	2	1	5	1	2	2	5	1	2	5	1	3	4	5		4						1	2	1	4	1	2	4	
2014-03-11		B17NLV6	10034001W	3	4	4	4	1	5	2	1	4		3	5	1	5	3	5	3	2	2	4	4	2	2	5		1	1	2	3	4	3		2	3	1	4	4	2	4	3	3	5	2	1
2014-03-11		6811734	10071301W	3	2	2	3	4	1	3	2	3	4	5	5	5	4	5	5	3	1	3	3	3	3	1	3	4	5	4	4	2	2	4	2	2	1	3	3	5	3	3	3	1	5	5	2
2014-03-11		6234988	10159101W	4	3	3	3	4	1	2	3	2	2	4	5	5	5	4	3	3	3	4	4	3	4	3	2	4		5	2	4	3	4	3					4	3	4	3	1	4	5	
2014-03-11		6357283	20233301W	4	2	1	2	2	4	5	2	2	1	1	1	2	2		1	1	3	4	3	3	4	5	3		5	2	5	3		3						1	5	2	4	5	1	1	
2014-03-11		B1479R3	27758801W	5	4	2	4	2	4	5	3	1	4	4	1	1	1	4	3	4	5	5	2	2	1		5	3		2		2		5						5	1	4	4	4	2	1	
2014-03-11		B00SLB1	27079901W										2	3		5	5										3			5				3				2		2						5	2
2014-03-11		6153191	24609801W	1	1	2	2	2	1	2	1	4	1	3	3	4	5	2	3	1	1	2	1	1	2	1	2	4	3	5	2	3	1	1	2					1	1	1	2	1	3	5	
2014-03-11		6241546	24611801W	3	4	3	4	3	3	3	3	3	5	1	4	4	2	2	4	4	3	3	5	5	3	3	5	4	3	1	5	2	5	5	2					4	5	5	4	4	4	3	
2014-03-11		6234977	24612301W	4	3	3	2	4	4	3	4	1	2	1	2	3	3	2	3	2	3	3	1	1	1	4	3	2	4	3	2	2	2	1	5					1	2	4	2	5	3	3	
2014-03-11		B3CMQH3	28961401W	5	5	4	5	5	5	5	4	5	5	1	1	1	1	3	1	5	5	5	5	5	1		5	2		1		5	5	1	3					3	5	5	5	5	1	1	
2014-03-11		B39XYS6	28963301W	2	3		3	5	1	2	4	3	1	4	3	3	3	4	3	3	1	1	4	4	2	1	1		3	4	1	2	5	2	2					1	3	2	1	2	3	4	
2014-03-11		BGLP2R6	28963501W	5	5	5	2	2	3	5	2	5	1	1	2	1	1	1	1	5	5	5	5	5	5	5	1	1		1		3	1	1	5					1	5	5	5	3	1	1	
2014-03-11		B1CNDB5	27113301W	1	1	5	3	4	1	2	1	5	2	2	5	5	5	1	5	3	3	3	4	4	3	2	3	5	1	5	2	4	4	2	3	5	4	4	4	1	2	2	3	1	5	5	5
2014-03-11		6677174	25985801W	1	3	4		4	1	1	4	2	4	4	5	4	5	4	4	2		1	3	3	4	1	4	5	1	5	1	5	5	2	1	5	3	1	1	4	2	3	1	1	5	5	2
2014-03-11		6698766	20678101W	3	3	2	3	2	1	2	1	5	1	5	2	1	1	5	1	3	4	3	3	3	3		1	3		1		5	3	5	3					4	2	2	5	1	1	1	
2014-03-11		6358275	01847202W	5	5		5	5	4	5	5	2	5	2	2	2	4	1	2	5	5	5	5	5	1		5	5		5		1	5	1	5					2	4	5	4	5	2	5	
2014-03-11		6472119	10042403W	1	3	4	2	5	3	3	3	4	4	5	5	4	4	5	5	1	3	2	2	2	3	3	3	4	3	4	4	3	2	5	2	3	5	2	5	5	2	3	3	2	5	4	4
2014-03-11		6786735	10083001W	3	3	5	1	2	5	2	3	3	2	3	5	5	4	4	5	1	4	3	2	2	4	2	2	2	5	5	4	5	2	4	2					3	3	3	4	3	5	5	
2014-03-11		B0111G4	27100301W	5	4	2	4	5	2	5	1	5	2	5	4	2	3	5	2	4	5	4	4	4	4		2	2		3		4	3	5	5					5	5	5	5	3	3	3	
2014-03-11		B17KMY7	27818701W	2	3	5	1	2	5	2	5	2	5	3	5	5	4	2	5	2	2	1	3	4	3	3	4	1	3	4	5	4	3	4	3	3	4	1	4	4	4	3	1	5	5	3	3
2014-03-11		6267702	24583801W	2	3	1	2	2	2	2	4	1	3	2	2	4	3	2	3	2	1	1	3	3	4	1	2	1	4	4	4	1	3	3	1					2	2	1	1	2	3	3	
2014-03-11		6180304	24269701W	4	3	3	3	2	5	4	4	4	2	2	2	3	3	4	2	3	4	4	3	2	4	5	2	3		3		3	3	5						3	4	4	5	5	2	3	
2014-03-11		B3DLFH2	29001001W	5	5	3	5	2	4	5	4	3	3	4	1	1	2	5	2	5	4	5	5	5	2		1	4		2		2		5						5	4	5	5	5	1	2	
2014-03-11		6867685	22015001W	3	2		2	3	2	2	5	4	2	5	4	4	4	4	3	2	2	3	5	5	1	1	2	5	1	4	5	3	5	4	1					4	2	2	4	3	3	5	
2014-03-11		6713647	25967901W	4	3	1	3	2	4	4	5	2	5	5	1	3	3	5	2	4	3	4	5	4	1	4	4	4		2		2	1	5	4					5	3	2	2	4	1	3	
2014-03-11		B1VT035	28437501W	1	5	2	5	2	2	1	3	4	1	2	5	4	4	1	5	5	2	1	5	5	5	3	1	1	1	4	2	3	5	1	1	5	1	3	1	1	4	3	3	2	5	4	3
2014-03-11		6253206	20680701W	2	2	1	3	1	1	1	3	4	4	1	3	4	3	1	2	4	2	2	5	5	5	3	5	4	3	1	1	3	1	2	5					2	5	1	3	1	2	3	
2014-03-11		6701932	20690001W	3	1	2	2	4	3	3	1	1	1	3	3	4	3	2	4	1	1	2	2	2	2	1	1	1	4	2	2	1	2	2	3					1	2	2	1	2	4	2	
2014-03-11		6740407	26072101W	3	5	4	5	5	1	1	3	4	1	5	5	2	3	5	3	3	4	3	4	4	1	2	1	4		1		5		5	3	1				3	2	4	4	1	4	2	3
2014-03-11		6235000	01556501W	2	3	2	3	1	4	3	4	4	2	4	5	5	5	5	5	3	2	2	3	3	4	3	2	4	2	5	3	2		4		5	3	2	2	4	3	1	2	5	5	5	3
2014-03-11		B08X163	01977401W	1	1	4	2	1	2	2	4	4	2	4	5	5	5	3	5	2	2	2	1	1	2	2	2	3	2	5	3	3	3	3	2	4	4	2	4	2	1	1	3	2	5	5	4
2014-03-11		6180274	10118003W	1	1	2	3	3	2	3	1	5	4	3	5	5	5	4	5	3	3	3	3	3	2	2	5	5	1	3	3	3	4	3	1	3	4	3	4	5	2	1	4	1	5	5	4
2014-03-11		6560713	10118203W	2	2	3	2	4	2	2	2	4	2	4	5	5	5	5	5	2	3	3	2	2	4	1	3	2	5	5	2	4		4			5	5	5	4	3	2	3	1	5	5	5
2014-03-11		B0149C5	27041301W	4	4	5	4	2	1	4	3	2	3	1	2	3	1	1	2	5	3	4	4	4	2		4	5		3		4	1	1	5					1	4	5	4	3	2	3	
2014-03-11		B142GK0	27757801W	4	1	4	1	2	1	4	1	2	4	4	2	2	1	3	3	1	2	4	1	1	2	4	4	5		3		1	2	1						4	1	2	1	1	3	3	
2014-03-11		B039445	27112401W	1	4	1	4	2	3	2	1	5	4	5	5	4	3	5	5	3	3	3	4	5	1	2	3	3	5	3	5	4	1	5		2	3	3	2	5	3	3	5	1	5	4	3
2014-03-11		6687968	25967801W	4	4	3	4	2	5	4	3	1	3	3	2	4	5	4	2	5	3	4	5	5	5	4	2	4	4	5	3	2		3						3	5	5	4	5	2	5	
2014-03-11		6726980	25977801W	2	5		5	4	2	4	5	2	2	4	2	3	2	2	5	5	3	1	3	4	3	2	2	3	2	4	1	1	4	4	1					3	2	5	2	3	4	3	
2014-03-11		6917386	10206901W	4	4		4	4	4	3	5	4	4	4	4	3	2	3	2	4	4	4	5	3	4	4	4	4	5	4	5	4	4	5	2					5	5	5	5	4	3	3	
2014-03-11		B1FPZN4	27942101W																																												
2014-03-11		6199355	24343401W	2	2	3	1	1	5	1	2	3	2	5	5	5	4	4	4	1	3	2	2	2	1	3	2	1	2	5	4	5	2	2			3	1	2	3	1	1	2	1	5	4	2
2014-03-11		6274456	23905601W	3	1	5	3	3	1	3	4	4	5	2	5	5	5	1	5	5	2	4	5	4	3	4	5	5	3	2	4	3	5	3	5	5	3	5	4	3	4	4	5	5	5	5	4
2014-03-11		6535313	25305801W	1	1		3	5	3	1	4	4	5	2	5	2	4	2	3	5	4	1	3	1	2	2	5	1		3		5		1						3	2	2	4	3	4	2	
2014-03-11		6538378	25311801W	2	2	3	2	2	4	3	4	3	2	2	4	3	5		4	2	2	1	1	1	3	3	3	5	2	5	4	2	2	3	2					2	1	1	1	3	4	5	
2014-03-11		B012899	10002501W	2	2	4	1	4	1	1	3	4	3	4	5	5	5	5	5	2	3	3	3	3	5	3	3	4	3	4	3	5	4	4	3	5	3	2	3	5	4	2	3	2	5	5	4
