Date	cusip	sedol	compustat_id	ROE	CFROIC	LTDE	CapAcqRatio	ShareChg	CashCycle	NetProfitMargin	WCAccruals	BP	PM12M1M	PM1M	LogMktCap	AnnVol12M	AnnVol1M	HL1M	LogTTMSales	FCFP	EBITDAEV	EP	AstAdjChg1YFCF	AstAdjChg1YOCF	Chg1YAstTo	Chg1YEPS	PM9M	Beta60M	SusGrwRate	90DCV	DivP	SEV	AccrualRatioCF	PM5D	NIStab	LTGC	EstDiffC	SUEC	EPSNumRevFY1C	PM-style	HG-style	CE-style	Val-style	EQ-style	Sz-style	Vol-style	AE-style
2014-03-11		6209577	10078402W	5	3	1	4	2	3	4	1	2	3	1	4	5	5	1	4	4	2	5	3	4	1	5	3	4	5	3	4	1	1	2	3					1	4	4	3	2	4	5	
2014-03-11		6204873	10160801W	3	4			2	4	1	2	3	4	2	4	5	4	2	1	3	4	3	4	4	5	2	4	3	5	5	3	4	2	3						3	5	4	4	2	3	5	
2014-03-11		6811767	20809101W	3	5	1	5	4	5	1	4	2	2	3	5	5	5	4	4	5		3	5	5	2	3	2	4	5	5	2	2	5	4	4	3	3	2	2	4	5	5	2	5	4	5	2
2014-03-11		B010QY4	27052401W	4	1		1	2	1	4	5	3	2	1	2	2	3		3	1	1	4	2	2	3		2			2	2	1	2	3	1					1	2	1	1	2	2	2	
2014-03-11		6207076	20990901W	1	1	3	1	4	1	2	2	5	1	4	5	4	4	5	5	1	2	2	1	1	3	3	1	4	1	4	3	3	5	4	2		3	2	2	4	1	1	2	2	5	5	3
2014-03-11		B1FMSL4	20086001W	2	4	4	1	2	5	1	5	4	4	2	5	5	4	2	4	3	2	2	5	5	2	2	4	4	2	3	5	4	4	3	4					3	4	2	3	5	5	5	
2014-03-11		B01BTK4	27067101W	5	4	4	4	5	5	5	5	5	1	5	4	1	2	3	1	3	4	4	1	1	1		1	1		1		5	3	4						3	1	5	5	5	2	1	
2014-03-11		B12S440	27098501W	2	2	3	3	2	2	3	3	4	1	3	3	3	2	1	3	5	2	2	5	3	4	1	2	2	3	2	3	2	5	4	3					2	3	1	1	3	3	2	
2014-03-11		6334479	24583401W	4	5	2	5	5	1	2	1	4	5	1	1	1	1	2		5	1	4	3	4	1		5	5		1		5		1						3	2	5	5	1	1	1	
2014-03-11		B3BDL94	28920501W	2	3	2	1	4	2	1	1	2	5	2	4	3	3	1	3	2	5	1	3	2	3	1	4	3		5		3	5	1	5					2	1	3	2	3	3	4	
2014-03-11		6143998	24265701W	1	1	1	1	1	3	1	1	4	5	3	4	3	4	2	4	1	1	1	1	1	4	1	5	2	1	1	1	2	2	2	3	3	5	1	5	3	1	1	1	1	4	2	4
2014-03-11		6884747	24608001W	2	5	1	5	2	4	3	5	3	5	5	2	1	2	4	4	4	3	2	4	4	2	4	3	2	3	2	3	2		1						5	3	3	2	5	3	2	
2014-03-11		6186249	24609401W	4	3	4	1	1	5	3	3	1	1	2	3	1	4	4	1	1	2	4	2	2	3	5	1	2		1		4		1	4					1	4	1	1	4	2	2	
2014-03-11		6916844	01979901W	2	3	3	2	3	4	1	3	2	4	4	5	5	4	5	5	2	3	1	3	3	4	2	3	3	2	4	4	5	3	4	1	3	3	1	2	5	3	2	2	1	5	4	1
2014-03-11		6465647	10033301W	4	3		2	3	2	4	2	2	5	2	2	2	1	5	3	2	4	5	4	4	4		4	5		4		5		2						4	5	3	4	2	3	3	
2014-03-11		6853521	10069501W	2	3	3	3	5	3	2	3	3	3	3	5	5	5	3	5	3	3	2	1	2	5	5	4	5	2	5	5	4	1	3	3					4	3	4	4	1	5	5	
2014-03-11		6423582	20305601W	5	5	3	5	4	1	5	1	4	5	5	2	1	1	5	1	4	5	5	1	1	1		3	1		2		4	1	5						5	1	5	5	1	1	1	
2014-03-11		6461292	20330601W	1	4		4	4	1	2	5	5	4	3	3	4	3	2	1	3	4	3	4	4	3	1	3	1		4		4	1	3	2					3	3	4	4	1	2	3	
2014-03-11		B7YHM21	20332001W	5	4	1	5	5	2	5	3	1	2	3	1	1	5		1	1	5	5	2	2	1		1	3		5		4		3						1	1	5	4	4	1	4	
2014-03-11		6932390	20948801W	5	4	2	4	1	1	5	1	5	2	3	2	1	5		2	3	5	5	1	1	1	5	3			2		2		3						2	1	3	5	2	2	3	
2014-03-11		B01SM51	27079601W	4	2	3	1	2	4	4	3	3	1	4	3	3	4	5	4	1	4	3	1	1	3	4	1	5		1		2	2	5	3					4	2	2	1	4	3	3	
2014-03-11		6298188	22219101W	3	1	2	3	2	2	3	2	3	5	3	4	5	5	2	5	3	2	3	4	4	2	4	4	4		2	1	3	2	4	4		3		2	4	4	2	2	2	5	4	2
2014-03-11		B01GSL3	27100001W	2	4	1	4	5	1	3	3	5	4	5	1	1	1	4	1	4	3	3	1	1	4		2	2		2		3	5	5	4					5	1	4	4	3	1	1	
2014-03-11		B1HMK94	28233401W	2	2			4	2	1	3	2	2	1	3	5	3	1	2	1	1	1	2	2	1	1	3	1	4	4	1	2		4						2					2	3	
2014-03-11		6315366	24575101W	3	1	3	1	2	1	3	1	2	3	5	1	3	3	5	2	4	5	4	1	1	3		2	5		5		5		5						5	1	1	5	1	2	5	
2014-03-11		6286224	24608101W	5	3		3	2	4	5	2	3	1	4	2	2	4	4	1	3	4	4	4	4	3	5	1	2	5	3	5	3	4	4	4					2	5	4	4	5	1	2	
2014-03-11		6127884	24274701W	2	2	4	1	5	4	3	2	5	1	4	3	1	2	4	2	2	4	3	4	5	1		1	5		1		4		3						1	3	3	4	2	2	2	
2014-03-11		6205133	10198101W	1	1	3	3	3	2	2	4	5	3	3	5	5	5	1	5	3	3	3	1	1	2	2	3	1	2	4	3	3	5	2	3	3	5	2	5	2	1	2	4	3	5	4	4
2014-03-11		B0F9V20	01575301W	2	5	4	5	3	3	1	2	4	3	4	5	5	5	3	5	5		2	4	4	5	3	3	3	3	3	3	5		2	2	4	3	3	1	3	5	5	5	1	5	5	3
2014-03-11		B1VQ5C0	10007601W	1	3	5	4	4	5	2	2	4	3	4	5	5	5	5	5	3	3	2	3	3	4	3	3	2	2	4	2	4	4	4	3	5	4	1	4	5	3	4	4	3	5	5	4
2014-03-11		6916781	01567901W	2	5	4	5	3	3	1	1	4	2	4	5	5	5	4	5	5		2	1	1	3	2	3	3	2	5	3	5		3	1	4	1	4	1	3	2	4	5	1	5	5	2
2014-03-11		6623616	10030802W	1	3	2	4	3	3	1	3	3	2	5	5	5	4	5	4	3	2	1	3	3	2	1	1	4	1	2	1	2	1	4	2					4	2	3	2	1	5	4	
2014-03-11		6440149	10159401W	4	3	3	2	2	1	1	3	2	2	5	4	4	4	5	2	3	4	3	3	3	5	3	2	4	5	5	5	5	3	5	3					5	4	3	3	1	3	5	
2014-03-11		6650960	15788201W	4	4	3	1	2	4	4	4	1	3	4	3	2	2	5	4	3	2	4	4	4	4	4	2	5		4		2	2	5	3					5	4	3	2	4	4	3	
2014-03-11		6382467	10453901W	5	2	2	2	2	2	5	2	1	5	4	3	4	3	4	5	1	1	5	3	3	3	5	5	3	5	1	3	1	1	2	5					5	5	3	1	4	4	3	
2014-03-11		B1YMWK2	20316001W	4	4	2	2	2	4	4	3	1	5	5	2	1	1	4	3	3	1	3	2	3	4	4	2	2		1		1	2	5	4					5	3	3	1	4	2	1	
2014-03-11		6440473	20317801W	2	2		1	2	4	2	3	4	3	3	4	5	5	4	5	1	1	1	1	1	2	2	3	4	2	5	3	2	3	2	1					4	1	1	1	2	5	5	
2014-03-11		6111489	20079601W	3	3	3	2	2	1	1	2	2	2	3	4	5	5	4	4	2	3	2	2	2	2	1	2	4	3	5	5	4	3	2						2	1	2	3	1	4	5	
2014-03-11		B02PY11	20809506W	2	1	4	2	3	1	1	2	5	3	4	5	5	5	4	5	2	3	3	3	3	3	3	3	4	4	4	2	4	3	4	4					4	4	2	3	2	5	5	
2014-03-11		6427379	22208901W	1	1	3	3	5	1	3	5	5	5	1	2	2	2	2	3	3	4	2	1	1	1	4	5	5		2		1		3						3	1	2	1	4	3	3	
2014-03-11		B02TDT4	27099601W	3	3	1	2	1	4	4	2	3	4	4	1	2	2	3	2	2	3	3	1	1	3	1	3	5	5	2	5	2		1						3	1	1	3	4	2	3	
2014-03-11		6158129	24257901W	5	4	2	4	2	5	5	1	1	4	1	2	3	2	1	3	4	5	5	2	3	1	5	4	3	5	2	3	2		1			3		2	2	4	3	5	4	2	2	2
2014-03-11		6262387	24612201W	5	4	2	4	1	5	5	1	4	5	2	3	2	2	1	1	4	5	5	5	5	5	5	5	2		3		5	3	1	5					2	5	3	5	4	2	2	
2014-03-11		6221173	24287301W	2	1	2	2	3	3	3	2	3	3	2	2	2	2	4	3	2	2	2	3	2	3	2	2	5	3	3	3	1	2	5	3					4	2	2	2	2	2	3	
2014-03-11		6213664	24293301W	1	1		4	2	2	2	2	5	2	4	4	4	5	5	4	3	2	2	4	1	2	2	1	4	4	5	1	3	4	4	1	2	3		2	3	2	1	3	1	4	5	1
2014-03-11		6773470	20877401W	4	3		4	1	2	5	1	1	3	2	3	4	3	4	2	5	5	4	1	1	1		3	5		5	3	3	4	2						2	1	3	4	3	2	5	
2014-03-11		B1FPR27	27933901W	4	1		2	2	2	4	2	1	1	1	2	1	1	3	4	1	2	4	2	2	3	4	2	3		1		1	1	3	5					1	3	2	1	3	3	1	
2014-03-11		6193926	24342401W	2	5	5	5	1	5	2	4	3	3	5	4	5	5	4	4	5	4	1	5	5	5	3	2	1	2	5	1	4	4	4	3		3		2	4	5	4	3	4	5	4	2
2014-03-11		6692694	26043801W	1	1	2	1	4	2	3	1	5	2	3	4	4	5	3	4	2	2	2	4	4	2	2	2	4	1	5	2	2	4	4	1			2		2	3	1	2	1	4	5	2
2014-03-11		6740805	26074201W	3	2		1	4	2	3	3	1	4	5	1	2	1		1	1	1	2	3	3	1	4	2		1	3	3	1	3	3	3					4	2	2	2	2	1	2	
2014-03-11		B1G2XT6	25299601W	3	3	4	3	2	1	2	2	1	4	4	4	4	4	3	3	3	5	2	2	2	3	5	3	4	5	5	4	4	3	3				5		4	3	3	3	1	4	5	5
2014-03-11		B00H936	27012501W	4	5		5	2	4	4	5	5	5	1	2	1	1	3	1	5	2	4	5	5	4		5	5		1		3	5	1						3	5	5	5	5	1	1	
2014-03-11		6140847	23206501W	4	5		5	5	3	4	4	1	5	1	1	1	1	1	1	4	5	4	1	4	2		5			2		2	4	1	5					2	2	5	4	5	1	1	
2014-03-11		B0Q2LP1	27454101W	5	4	3	4	2	2	5	1	1	3	5	1	1	1	4	1	5	5	5	5	3	5	5	1	5		1		4		1						3	5	4	5	4	1	2	
2014-03-11		B1G16Z0	28156701W	1	1		2	4	3	2	3	5	1	5	4	4	4	5	3	2	2	2	2	2	3	1	1	5	2	4	3	4	3	5	1	2	5	1	5	4	1	2	4	1	4	5	3
2014-03-11		B95V5B6	28592001W	3	3	4	3	2	1	2	1	1	3	3	3	3	4	2	3	5	2	2	4	2	3	1	4	1	4	5	3	3	2	2	4					3	3	3	2	2	3	4	
2014-03-11		BFD3S28	27496601W	1	1			4	1	5	5	5	5	2	2	2	1	1	1	3	5	4	1	1			5	2		2		5		1						2	1	1	5	5	1	1	
2014-03-11		B03WBC1	27879801W	1	1		3	2	2	2	4	5	1	2	3	3	5		3	2	3	2	3	1	3	1	1	1	1	5	5	3	4	3	1					1	1	1	3	3	3	4	
2014-03-11		6294380	20287102W	3	5		5	2	1	1	3	3	3	3	5	5	5	4	4	4		2	3	3	1	1	3	4	4	5	2	4	4	3	4					4	2	4	3	3	5	5	
2014-03-11		6113634	20677901W	4	1	4	3	3	2	4	2	1	4	2	3	3	3	2	5	3	2	4	1	2	3	4	4	1	2	3	2	2	2	3	3		3	2	2	3	2	3	2	2	4	2	2
2014-03-11		6307006	20681001W	5	4	4	4	4	2	5	4	1	4	2	4	3	2	1	2	4	4	5	2	2	5		4	3		3		4	2	2						2	3	5	4	4	3	3	
2014-03-11		B01CLC3	20689702W	3	2	5	2	4	2	4	3	3	4	5	5	4	3	5	5	2	2	3	3	3	2	4	2	2	4	3	5	1	3	5	5	3	4	4	4	5	3	4	3	4	5	3	4
2014-03-11		6280334	24344701W	1	1	1	1	1	3	2	1	5	1	4	5	5	3	4	5	2	3	3	3	3	5	2	1	1	1	4	4	4	2	5	1	1	3	3	3	3	2	1	4	1	5	4	3
2014-03-11		6254094	24158301W	5	2	2	2	3	3	4	2	4	3	2	2	2	4	3	3	2	2	4	2	1	4	5	3	3	5	3	5	2	2	3	3					3	4	3	4	3	3	3	
2014-03-11		B1GF2L0	28143001W	5	4	2	4	1	2	5	2	1	4	5	1	2	1	5	2	4	5	5	3	5	3	5	3			1		2	2	5						5	5	4	4	2	1	1	
2014-03-11		6675112	25766202W	5	4	5	4	5	2	4	3	2	5	2	2	3	1	4	4	5	4	5	1	2	1	5	5			3	1	1		5						5	2	5	3	4	3	2	
2014-03-11		B0S6MM5	27551101W	5	5	3	3	2	5	5	2	1	5	1	1	1	1	2	2	5	5	5	5	5	5	5	5	2		1		2	1	1	5					2	5	5	5	5	1	1	
2014-03-11		B2Q8QW5	28866901W	5	1		2	2	2	5	1	2	3	1	1	1	1	1	2	1	3	5	1	1	5		5	2		1		1	1	1	5					1	1	3	2	3	2	1	
2014-03-11		6491909	21175001W	4	2	2	1	1	5	4	2	2	4	3	2	2	2	1	3	1	4	4	1	1	3	2	3	5	5	4	5	3		3						2	2	1	3	4	2	3	
2014-03-11		B2Q7X98	24772901W	2	4		5	4	3	3	5	4	3	2	5	4	4	1	5	4	3	2	5	4	2	3	4	5	1	3	3	2	3	4	1					2	4	5	2	5	5	4	
2014-03-11		B24FFZ4	28684401W	3	3	3	3	5	3	2	5	3	1	1	5	3	3	1	4	3	3	2	3	2	1	1	1	1	5	2	5	3	4	2	2	1	1		1	1	2	3	2	3	5	2	1
2014-03-11		6207582	02577301W	5	5		5	4	3	5	2	3	5	5	4	4	2	4	4	4	1	5	4	4	5	5	4	3	3	4	2	5	1	5	5					5	5	5	4	4	4	4	
2014-03-11		6185514	10023901W	3	3		1	2	3	2	5	2	2	3	4	4	4	4	4	1	1	2	4	4	4	3	3	3	4	5	2	2	2	4	1					4	3	1	2	2	4	5	
2014-03-11		6672823	25829801W	2	1		1	2	3	2	1	2	1	3	2	3	5		3	1	1	1	1	1	3	1	1	2	1	5	3	1		3						1	1	1	1	1	2	4	
2014-03-11		B13ZG99	27750501W	3	3		3	4	1	3	1	4	3	1	3	3	4	2	4	3	3	3	1	1	2	1	5	1		3		2	4	1	2					2	1	3	3	1	4	2	
2014-03-11		B01YSD9	27098301W	3	4	3	3	2	5	2	4	1	4	1	2	4	4	1	3	3	2	2	1	1	2	4	4	3	3	3	5	2	3	3						2	2	3	3	4	2	4	
2014-03-11		B14SLW5	27796301W	4	3	5	2	5	5	3	5	2	3	5	5	3	1	3	5	2	4	4	2	2	1	1	4	1		2		4	5	5	3					5	1	5	4	5	5	1	
2014-03-11		6352040	24595601W	1	4	5	2	2	2	1	4	5	1	3	4	2	2	3	1	3	4	3	4	4	1	1	1	5	1	1	5	5	2	4						2	1	1	4	1	2	2	
2014-03-11		B3B1YC2	28932401W	5	2	5	3	1	1	4	2	4	5	4	4	3	1	3	4	3	4	4	1	1	2	4	5	2	3	4	5	3	2	2	4			1		4	1	3	5	3	4	2	1
2014-03-11		6172583	24271501W	5	4		4	2	3	5	1	1	1	1	1	1	1	2	2	4	5	5	3	3	2		4	5		2		1		1						1	2	4	4	3	1	2	
2014-03-11		6254373	24292101W	3	2		1	2	4	3	2	1	3	2	2	3	3	3	3	1	1	1	1	1	4	3	3	4	4	5	2	1	2	4	2					3	2	1	1	2	2	4	
2014-03-11		6815617	20560901W	2	5	3	4	3	3	4	5	3	2	4	3	5	4	3	5	5	3	2	5	5	3	1	2	4	3	4	2	1	4	4	1	5	1		1	3	4	4	3	4	4	5	1
2014-03-11		B1XFBJ4	28463801W	4	2	1	2	1	4	4	1	2	1	3	1	4	4	3	2	2	2	4	2	3	3	1	1	5		4		2	2	3						1	1	1	1	2	2	5	
2014-03-11		B1XK9W8	28474101W	1	2		3	2	1	2	2	5	1	4	3	3	3	3	2	3	4	3	3	5	1	1	1	4	2	4	3	3		1						1	2	2	4	1	2	4	
2014-03-11		6457365	20685301W	5	5	1	5	2	3	5	1	2	3	1	1	1	2	2	1	5	5	5	5	5	1		5	2		3		1	1	1	5					1	3	5	4	3	1	2	
2014-03-11		B7VGK94	25263101W	2	2	1	1	2	3	2	4	3	1	5	3	4	4	5	3	1	1	2	3	4	2	3	1	2	4	4	1	1	3	4	2					3	3	1	1	2	3	4	
2014-03-11		6313478	24587901W	2	5	1	5	2	2	2	4	3	2	1	3	4	4	1	3	2	3	3	1	1	3	3	4	3	4	4	1	3	5	3						2	2	3	2	3	3	4	
2014-03-11		6180650	24609901W	3	5	1	4	4	4	3	5	2	3	2	3	5	4	2	4	5	2	2	5	5	1	3	4	5	3	5	3	2	5	3	2					2	4	4	2	5	3	5	
2014-03-11		B4QPKK6	24611501W	4	5	1	4	2	5	4	4	2	1	3	1	1	5		2	5	5	2	1	2	1	5	1	3		1		5	4	3	3					1	1	4	5	5	1	2	
2014-03-11		B17KC69	24611601W	2	3	4	3	3	3	3	4	4	3	5	5	5	5	5	5	3	3	2	2	3	4	2	2	3	3	4	4	3	3	4	4	3	1	3	1	5	3	4	3	4	5	4	2
2014-03-11		B0381H4	27118801W	3	4	3	4	2	3	4	5	1	5	3	3	3	5	3	5	5	1	1	5	5	1	1	4	1	4	3	4	1	4	2	4					4	3	4	1	5	4	3	
2014-03-11		B1VNRV4	28412901W	1	1	2	1	4	2	3	3	3	1	4	3	4	3	3	4	1	1	1	3	3	3	2	1	3	2	3	2	1	1	3	2					2	2	1	1	1	4	3	
2014-03-11		B1WMKV1	28466501W	1	5	5	5	4	5	2	5	3	1	2	3	1	4	1	4	5	2	1	5	5	4	1	4	1	1	1	4	4	5	2	3					1	4	5	2	5	4	1	
2014-03-11		B1CWSX9	27941201W	4	1		1	5	3	4	3	1	3	2	1	1	2	3	1	1	5	4	1	1	3	5	4	2		1		5		4						4	2	3	4	4	1	1	
2014-03-11		6856939	20694201W	3	3		2	3	1	1	3	4	1	3	4	4	5	2	1	3	4	3	3	3	1	3	1	5	3	5	5	5	1	3	1					1	2	2	5	1	2	5	
2014-03-11		6987163	20697301W	2	1		1	5	3	1	1	3	5	5	4	3	2	4	3	1	1	2	1	1	3	4	2	1	3	3	3	3	1	3	2					5	2	1	1	1	3	2	
2014-03-11		B77B7W5	25300201W	3	2	1	3	5	4	3	5	1	4	1	2	3	1	1	4	5	1	1	4	4	3	2	5	4	3	1	4	1	3	3	1					2	3	3	2	3	3	2	
2014-03-11		6286172	23969601W	2	2	2	1	3	3	2	3	4	3	4	3	5	3	4	2	2	2	2	4	4	2	2	3	5	4	4	2	3	3	5	3					4	3	1	3	2	3	5	
2014-03-11		6764850	20363201W	3	1		1	2	2	4	2	3	2	4	2	2	1	5	3	1	2	3	4	4	4	2	2	4		2		1	1	2	2					3	4	1	1	1	3	2	
2014-03-11		6070900	23214201W	4	3	5	2	2	2	4	4	1	4	1	3	3	3	3	5	1	3	5	2	3	4	5	4	4	5	4	4	2	2	4	2					3	4	3	2	2	4	4	
2014-03-11		6472960	01633402W	1	3	4	2	1	4	3	3	3	4	5	5	4	3	5	5	1	3	2	2	2	3	3	4	4	3	5	5	3	2	5	2	3	4	1	4	5	2	1	4	2	5	5	3
2014-03-11		6415523	10042501W	3	3		1	4	1	1	3	2	1	2	5	5	5	1	3	2	4	3	3	3	3	3	2	4	4	4	4	5	3	1	3		1		1	1	4	3	3	1	4	5	1
2014-03-11		6564522	10042601W	3	5	3	5	2	5	1	5	2	4	4	5	5	5	5	3	5	4	3	5	5	5	4	4	3		4	2	5	4	4	2			1		5	5	5	4	4	4	5	1
2014-03-11		6211237	10087001W	3	3	3	1	2	5	1	3	2	3	3	5	5	5	3	4	2	4	2	1	1	3	3	3	3	4	5	4	4	4	4	1					4	2	2	2	3	4	5	
2014-03-11		B0WCDT3	20099301W	3	4	5	5	1	4	4	1	4	4	3	5	5	5	2	5	4	3	4	1	2	5	4	4	2	5	4	5	3	3	4	4	5	3	5	2	4	4	5	5	4	5	4	4
2014-03-11		B05HDV7	15535901W	3	2	3	2	1	4	4	2	2	4	3	4	4	4	2	5	1	2	3	1	2	3	4	4	2	4	3	3	2	2	2	4					3	3	1	1	2	4	3	
2014-03-11		6358037	20257001W	3	5		5	1	1	1	5	2	3	4	4	5	4	5	2	5		2	5	5	1	2	3	4	4	5	2	4	5	4	1					5	5	4	3	2	3	5	
2014-03-11		BFG3654	20093401W	4	5	1	4	2	4	4	4	1	5	1	1	1	3	2	2	5	5	4	5	4	2	4	5	5		3		5	4	1	2					3	4	3	5	5	1	3	
2014-03-11		B8GN1Y9	27782901W	1	3	3	3	1	2	1	5	4	4	5	3	3	3	5	2	3	2	1	3	5	1	1	1		1	2	4	4	4	5						5	2	2	3	3	3	3	
2014-03-11		B7W4116	27098801W	4	2		3	5	4	4	4	1	5	3	2	2	5		3	1	5	5	3	3	5	4	4	2		4		5		3						4	5	4	3	5	3	4	
2014-03-11		B00VGB5	27100801W	2	2	5	5	5	2	2	2	5	1	5	5	3	2	5	4	1	4	4	1	1	4	2	1	3	2	1	5	4	5	5	1		5	3	4	4	1	5	5	1	4	2	5
2014-03-11		6286956	24591901W	2	1	3	1	1	5	3	2	3	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1	4	4	3	1	2		1						1	1	1	1	3	1	2	
2014-03-11		6208585	20861601W	3	3	1	3	1	3	4	4	1	4	2	3	3	2	3	4	3	1	3	4	4	3	5	4	4		3		1	2	4	4					4	5	2	1	4	4	3	
2014-03-11		6691260	25862701W	4	5		4	3	2	4	4	4	1	2	3	1	3	1	4	4	4	3	4	3	4		1	1		3		1	5	3	1					1	4	5	4	3	4	1	
2014-03-11		6197928	10092201W	2	3	4	2	2	5	1	4	4	4	4	5	5	5	4	5	2	3	2	2	3	3	2	4	2	2	4	5	4	3	4	3	4	4	2	3	5	2	2	3	4	5	4	4
2014-03-11		6440183	10162801W	2	3	4	2	4	4	1	4	3	3	4	5	5	5	5	5	2	3	2	4	4	1	2	3	3	2	4	5	4	3	4	1					5	2	3	3	2	5	5	
2014-03-11		6207560	20276001W	3	3	3	3	2	5	1	3	3	2	2	5	4	4	3	3	3	2	2	5	5	5	3	1	2	4	3	2	4	3	4	3	5	4	1	4	2	5	3	3	3	4	3	4
2014-03-11		6674421	25811801W	3	3	5	3	3	4	3	2	2	3	5	5	3	3	4	5	5	4	3	1	1	2	3	2	1	3	1	5	3	3	5	3	1	3	3	3	4	2	3	3	3	5	1	3
2014-03-11		6568438	27100701W	5	5	5	5	5	5	5	1	4	5	1	3	2	2	1	1	5	5	5	5	5	1		5	1		1		5	1	1						2	4	5	5	3	1	1	
2014-03-11		B1MG132	28252501W	1	2	3	3	3	3	3	4	2	1	2	4	2	2	1	5	4	1	1	2	2	1	1	1	2		1		2	4	4	2		1		1	1	1	3	2	3	5	1	1
2014-03-11		6292243	24608901W	1	1	3	1	2	5	1	2	3	3	5	5	5	4	4	5	1	1	1	5	5	4	3	4	3	1	4	1	3	3	3	1			1		5	5	1	1	2	5	4	1
2014-03-11		6272319	24612701W	5	4	2	4	4	4	5	3	1	3	2	2	4	3	2	3	4	1	5	3	3	3	5	3	1	5	4	1	1	2	2	5					2	4	4	2	4	2	3	
2014-03-11		6353366	24632701W	2	2		1	3	4	1	3	4	1	5	4	4	3	5	3	2	2	2	3	3	2	1	1	1	5	3	1	3	2	5	5	4	1		1	4	3	1	2	3	4	3	1
2014-03-11		6269708	24295001W	2	2	5	3	4	3	1	2	5	2	4	5	5	5	5	4	3	3	3	3	2	4	2	1	4	1	5	5	4	4	5	1	2	3	1	1	4	2	3	4	1	5	5	3
2014-03-11		6383244	21252101W	4	3	3	2	1	2	4	5	2	3	5	4	4	2	3	5	2	3	4	2	2	5	4	3	4	5	3	1	2		2						4	4	2	3	3	5	3	
2014-03-11		6354411	20682301W	3	2	1	2	4	2	3	1	1	1	5	3	2	2	5	4	1	1	2	2	1	4		1	1		3		1	1	4	4					4	2	2	1	1	3	2	
2014-03-11		B84PZ12	20683601W	2	1		1	4	3	2	4	3	1	4	2	3	4	5	2	1	1	2	3	3	3	2	1	5	2	3	5	2		5						4	2	1	1	4	2	4	
2014-03-11		B02PD47	20687201W	5	5	1	5	2	5	5	1	4	5	3	2	1	1	3	1	4	5	5	5	5	3	5	4	2		1		3	3	3	5					5	5	5	5	5	1	1	
2014-03-11		6242260	10029601W	1	2	4	2	2	3	3	2	5	5	5	5	4	2	5	5	2	2	2	1	2	3	3	3	2	1	3	3	3	2	5	1	3	4	3	4	5	1	2	2	1	5	3	5
2014-03-11		6916532	10070401W	2	4	3		3	5	1	4	3	3	4	5	5	4	4	5	3	4	2	4	4	4	3	2	4	3	5	5	5	3	3	2		3		2	4	5	3	4	3	5	5	2
2014-03-11		6853468	10070601W	2	5	4	5	3	5	1	5	2	4	3	5	5	5	2	5	5	4	1	4	4	1	2	4	1	2	3	2	5	4	3	2	4	4	1	4	4	3	4	3	4	5	4	3
2014-03-11		6628859	10072001W	4	4	5	4	3	1	4	3	3	4	3	5	5	4	4	5	5	4	4	4	3	4		3	3		4		2	4	5	5	2	5	5	5	5	4	5	5	4	5	5	4
2014-03-11		6189947	10158401W	4	2	3	3	2	2	4	2	1	3	5	2	3	3	4	3	2	1	3	1	2	3	3	2	5	5	4	4	2	2	2	3					4	3	3	1	2	2	4	
2014-03-11		B189FL1	20332701W	5	5	1	5	2	5	5	2	4	1	2	3	3	4	3	2	4	5	5	5	5	5	5	1	2		2		4	1	4	5					1	5	4	5	5	2	3	
2014-03-11		6347110	20809301W	2	4		5	1	1	1	4	2	2	2	4	4	4	5	3	4	1	2	3	3	2	1	2	4	3	4	1	3	2	4	1					3	2	3	1	1	3	4	
2014-03-11		B01XR40	27069401W	5	2	2	3	1	3	5	3	1	2	4	2	4	4	3	3	3	1	5	2	4	2	5	2	3	5	4	2	1	1	1	4					2	4	2	2	3	3	4	
2014-03-11		B0WR7R4	27780101W	5	1	3	1	5	2	4	5	5	1	3	1	1	5	4	1	1	5	4	1	1	5		4			1		2	1	3	4					3	1	3	3	3	1	2	
2014-03-11		B01V2F0	27100501W	1	2	2	2	2	3	3	5	2	1	5	3	1	1		4	1	1	1	2	1	1		1	1		2		1	3	3						1	1	1	1	3	4	1	
2014-03-11		B01KCM4	27100601W	2	4	3	4	3	2	4	5	4	3	4	3	5	3	4	5	3	2	2	4	4	2	1	2	5	5	5	1	1	4	4	4		3		2	4	3	4	2	4	4	5	2
2014-03-11		6105750	22258801W	1	3	4	2	3	2	4	2	2	4	5	4	5	4	5	5	1	1	2	4	4	3	4	4	1	4	4	3	2	2	5				2		5	4	3	1	2	5	3	1
2014-03-11		B02LFD8	24579901W	5	3	3	2	4	1	5	3	2	5	1	2	1	1	1	1	2	5	5	4	4	1	5	5	5		1		5	1	1	2					2	5	4	5	2	1	1	
2014-03-11		6180995	24607701W	3	3	4	3	4	4	2	4	3	4	2	4	3	4	2	4	4	2	2	5	5	2	4	5	1	2	5	2	3	4	3	3	5	3		2	4	4	4	3	4	4	3	4
2014-03-11		6269139	24343801W	5	1	1	1	5	5	5	5	3	2	3	1	1	4		1	1	2	5	1	1	5	4	3	3		5		5		3						3	2	2	3	5	1	3	
2014-03-11		6280129	24345501W	5	5	3	5	5	5	5	1	5	5	2	2	2	2	2	1	5	5	5	4	5	2		3	2		2		5	2	1	5					2	4	5	5	5	1	2	
