Company Name	API ID
PLATO CAPITAL LIMITED	5PI:CATALIST
PNE INDUSTRIES LTD	P07:SGX
PNE MICRON HOLDINGS LTD	5BS:CATALIST
POH TIONG CHOON LOGISTICS LTD	P01:SGX
POLARIS LTD.	5BI:CATALIST
POLLUX PROPERTIES LTD.	5AE:CATALIST
POPULAR HOLDINGS LIMITED	P29:SGX
POWERMATIC DATA SYSTEMS LTD	P12:SGX
PROGEN HOLDINGS LTD	583:CATALIST
PRUDENTIAL PLC	K6S:SGX
PS GROUP HOLDINGS LTD.	5WD:CATALIST
PSL HOLDINGS LTD	L6T:SGX
PT BERLIAN LAJU TANKER TBK	B66:SGX
PTERIS GLOBAL LIMITED	J74:SGX
Q & M DENTAL GROUP (S) LIMITED	QC7:SGX
QAF LTD	Q01:SGX
QIAN HU CORPORATION LIMITED	552:SGX
QINGMEI GROUP HOLDINGS LIMITED	KT9:SGX
QT VASCULAR LTD.	5I0:CATALIST
R H ENERGY LTD.	CL7:SGX
RAFFLES EDUCATION CORP LTD	NR7:SGX
RAFFLES MEDICAL GROUP LTD	R01:SGX
RAMBA ENERGY LIMITED	R14:SGX
RELIGARE HEALTH TRUST	RF1U:SGX
RENEWABLE ENERGY ASIA GRP LTD	5DW:CATALIST
REX INTERNATIONAL HOLDING LTD	5WH:CATALIST
RH PETROGAS LIMITED	T13:SGX
RICKMERS MARITIME	B1ZU:SGX
RIVERSTONE HOLDINGS LIMITED	AP4:SGX
ROTARY ENGINEERING LIMITED	R07:SGX
ROWSLEY LTD.	A50:SGX
ROXY-PACIFIC HOLDINGS LIMITED	E8Z:SGX
RYOBI KISO HOLDINGS LTD.	J8O:SGX
S I2I LIMITED	M09:SGX
SABANA SHARI'AH COMPLIANT REIT	M1GU:SGX
SAIZEN REAL ESTATE INV TRUST	T8JU:SGX
SAKAE HOLDINGS LTD.	5DO:SGX
SAMKO TIMBER LIMITED	E6R:SGX
SAMUDERA SHIPPING LINE LTD	S56:SGX
SAN TEH LIMITED	S46:SGX
SANTAK HOLDINGS LIMITED	580:CATALIST
SAPPHIRE CORPORATION LIMITED	NF1:SGX
SARINE TECHNOLOGIES LTD	U77:SGX
SATS LTD.	S58:SGX
SBI OFFSHORE LIMITED	5PL:CATALIST
SBS TRANSIT LTD	S61:SGX
SCINTRONIX CORPORATION LTD.	T20:SGX
SECOND CHANCE PROPERTIES LTD	528:SGX
SEE HUP SENG LIMITED	566:SGX
SELECT GROUP LIMITED	5FQ:CATALIST
SEMBCORP INDUSTRIES LTD	U96:SGX
SEMBCORP MARINE LTD	S51:SGX
SERIAL SYSTEM LTD	S69:SGX
SEROJA INVESTMENTS LIMITED	IW5:SGX
SHANGHAI TURBO ENTERPRISES LTD	X27:SGX
SHANGRI-LA ASIA LIMITED	S07:SGX
SHC CAPITAL ASIA LIMITED	5UE:CATALIST
SHENG SIONG GROUP LTD	OV8:SGX
SIA ENGINEERING CO LTD	S59:SGX
SIIC ENVIRONMENT HOLDINGS LTD.	5GB:SGX
SILVERLAKE AXIS LTD	5CP:SGX
SIM LIAN GROUP LIMITED	S05:SGX
SIN GHEE HUAT CORPORATION LTD.	B7K:SGX
SIN HENG HEAVY MACHINERY LTD	KF4:SGX
SINARMAS LAND LIMITED	A26:SGX
SINCAP GROUP LIMITED	5UN:CATALIST
SING HOLDINGS LIMITED	5IC:SGX
SING INVESTMENTS & FINANCE LTD	S35:SGX
SINGAPORE AIRLINES LTD	C6L:SGX
SINGAPORE EXCHANGE LIMITED	S68:SGX
SINGAPORE INDEX FUND	S45U:SGX
SINGAPORE KITCHEN EQUIPMENTLTD	5WG:CATALIST
SINGAPORE LAND LIMITED	S30:SGX
SINGAPORE MEDICAL GROUP LTD	5OT:CATALIST
SINGAPORE POST LIMITED	S08:SGX
SINGAPORE PRESS HLDGS LTD	T39:SGX
SINGAPORE REINSURANCE COR LTD	S49:SGX
SINGAPORE SHIPPING CORP LTD	S19:SGX
SINGAPORE TECH ENGINEERING LTD	S63:SGX
SINGAPORE WINDSOR HOLDINGS LTD	Y45:SGX
SINGAPURA FINANCE LTD	S23:SGX
SINGHAIYI GROUP LTD.	5H0:CATALIST
SINGTEL	Z74:SGX
SINJIA LAND LIMITED	5HH:SGX
SINO CONSTRUCTION LIMITED	F3V:SGX
SINO GRANDNESS FOOD IND GP LTD	T4B:SGX
SINO TECHFIBRE LIMITED	AD8:SGX
SINOPIPE HOLDINGS LIMITED	X06:SGX
SINOSTAR PEC HOLDINGS LIMITED	C9Q:SGX
SINOTEL TECHNOLOGIES LTD.	D3W:SGX
SINWA LIMITED	5CN:SGX
SITRA HOLDINGS (INTL) LIMITED	5LE:CATALIST
SKY ONE HOLDINGS LIMITED	5MM:CATALIST
SMARTFLEX HOLDINGS LTD	5RE:CATALIST
SMRT CORPORATION LTD	S53:SGX
SOILBUILD BUSINESS SPACE REIT	SV3U:SGX
SOILBUILD CONSTRUCTION GRP LTD	S7P:SGX
SOON LIAN HOLDINGS LIMITED	5MD:CATALIST
SOUP RESTAURANT GROUP LIMITED	5KI:SGX
SOUTHERN PACKAGING GROUP LTD	T77:SGX
SP AUSNET	X04:SGX
SP CORPORATION LIMITED	S13:SGX
SPH REIT	SK6U:SGX
SPINDEX INDUSTRIES LIMITED	564:SGX
SRI TRANG AGRO-INDUSTRY PCL	NC2:SGX
ST. JAMES HOLDINGS LIMITED	5NH:CATALIST
STAMFORD LAND CORPORATION LTD	H07:SGX
STAMFORD TYRES CORPORATIONLTD	S29:SGX
STAR PHARMACEUTICAL LIMITED	X64:SGX
STARHILL GLOBAL REIT	P40U:SGX
STARHUB LTD	CC3:SGX
STARLAND HOLDINGS LIMITED	5UA:CATALIST
STATS CHIPPAC LTD	S24:SGX
STRACO CORPORATION LIMITED	S85:SGX
STRAITS TRADING CO. LTD	S20:SGX
STRATECH SYSTEMS LIMITED	S73:SGX
SUNLIGHT GROUP HLDG LTD	5AI:CATALIST
SUNMART HOLDINGS LIMITED	C2J:SGX
SUNMOON FOOD COMPANY LIMITED	F06:SGX
SUNNINGDALE TECH LTD	T35:SGX
SUNPOWER GROUP LTD.	5GD:SGX
SUNRIGHT LTD	S71:SGX
SUNTAR ECO-CITY LIMITED	CZ3:SGX
SUNTEC REAL ESTATE INV TRUST	T82U:SGX
SUNVIC CHEMICAL HOLDINGS LTD	A7S:SGX
SUPER GROUP LTD.	S10:SGX
SUPERBOWL HOLDINGS LIMITED	S48:SGX
SURFACE MOUNT TECH (HLDGS) LTD	Q7Q:SGX
SWEE HONG LIMITED	QF6:SGX
SWIBER HOLDINGS LIMITED	AK3:SGX
SWING MEDIA TECHNOLOGY GRP LTD	O2F:SGX
SWISSCO HOLDINGS LIMITED	5FD:SGX
SYSMA HOLDINGS LIMITED	5UO:CATALIST
TA CORPORATION LTD	PA3:SGX
TAI SIN ELECTRIC LIMITED	500:SGX
TALKMED GROUP LIMITED	5G3:CATALIST
TAT HONG HOLDINGS LTD	T03:SGX
TAT SENG PACKAGING GROUP LTD	T12:SGX
TECHCOMP (HOLDINGS) LIMITED	T43:SGX
TECHNICS OIL & GAS LIMITED	5CQ:SGX
TECKWAH INDUSTRIAL CORP LTD	561:SGX
TEE INTERNATIONAL LIMITED	M1Z:SGX
TEE LAND LIMITED	S9B:SGX
TEHO INTERNATIONAL INC LTD.	5OQ:CATALIST
TELECHOICE INTERNATIONAL LTD	T41:SGX
TELEDATA (SINGAPORE) LTD	T28:SGX
TEXCHEM-PACK HOLDINGS (S) LTD.	AI1:SGX
THAI BEVERAGE PUBLIC CO LTD	Y92:SGX
THAKRAL CORPORATION LTD	T04:SGX
THE HOUR GLASS LIMITED	E5P:SGX
TIANJIN ZHONG XIN PHARM GROUP	T14:SGX
TIGER AIRWAYS HOLDINGS LIMITED	J7X:SGX
TIH LIMITED	T55:SGX
TIONG SENG HOLDINGS LIMITED	K2P:SGX
TIONG WOON CORP HOLDING LTD	T06:SGX
TMC EDUCATION CORPORATION LTD	586:CATALIST
TOP GLOBAL LIMITED	519:SGX
TOSEI CORPORATION	S2D:SGX
TOTAL ACCESS COMM PUB CO LTD	B2W:SGX
TPV TECHNOLOGY LIMITED	T18:SGX
TRANSCORP HOLDINGS LIMITED	T19:SGX
TRANSCU GROUP LIMITED	E15:SGX
TRANSIT-MIXED CONCRETE LTD	570:SGX
TRAVELITE HOLDINGS LTD.	5KH:SGX
TREK 2000 INT'L LTD	5AB:SGX
TRITECH GROUP LIMITED	5G9:CATALIST
TRIYARDS HOLDINGS LIMITED	RC5:SGX
TSH CORPORATION LIMITED	574:CATALIST
TT INTERNATIONAL LIMITED	T09:SGX
TTJ HOLDINGS LIMITED	K1Q:SGX
TUAN SING HOLDINGS LIMITED	T24:SGX
TUNG LOK RESTAURANTS 2000 LTD	540:CATALIST
TYE SOON LTD	T08:SGX
UE E&C LTD.	NI3:SGX
UMS HOLDINGS LIMITED	558:SGX
UNI-ASIA HOLDINGS LIMITED	C3T:SGX
UNION STEEL HOLDINGS LIMITED	V69:SGX
UNIONMET (SINGAPORE) LIMITED	A6F:SGX
UNITED ENGINEERS LTD ORD	U04:SGX
UNITED ENVIROTECH LTD	U19:SGX
UNITED FIBER SYSTEM LIMITED	P30:SGX
UNITED FOOD HOLDINGS LIMITED	U01:SGX
UNITED INDUSTRIAL CORP LTD	U06:SGX
UNITED OVERSEAS AUSTRALIA LTD	EH5:SGX
UNITED OVERSEAS BANK LTD	U11:SGX
UNITED OVERSEAS INSURANCE LTD	U13:SGX
UNIVERSAL RESOURCE & SVCS LTD	W81:SGX
UOB-KAY HIAN HOLDINGS LIMITED	U10:SGX
UOL GROUP LIMITED	U14:SGX
UPP HOLDINGS LIMITED	U09:SGX
VALLIANZ HOLDINGS LIMITED	545:CATALIST
VALUEMAX GROUP LIMITED	T6I:SGX
VALUETRONICS HOLDINGS LIMITED	BN2:SGX
VARD HOLDINGS LIMITED	MS7:SGX
VASHION GROUP LTD.	5BA:CATALIST
VENTURE CORPORATION LIMITED	V03:SGX
VGO CORPORATION LIMITED	PH0:SGX
VIBRANT GROUP LIMITED	F01:SGX
VIBROPOWER CORPORATION LIMITED	535:SGX
VICOM LTD	V01:SGX
VICPLAS INTERNATIONAL LTD	569:SGX
VIKING OFFSHORE AND MARINE LTD	557:CATALIST
VIVA INDUSTRIAL TRUST	T8B:SGX
W CORPORATION LIMITED	OJ4:SGX
WE HOLDINGS LTD.	5RJ:CATALIST
WEE HUR HOLDINGS LTD.	E3B:SGX
WEIYE HOLDINGS LIMITED	ON7:SGX
WHEELOCK PROPERTIES (S) LTD	M35:SGX
WILLAS-ARRAY ELEC (HLDGS) LTD	W12:SGX
WILMAR INTERNATIONAL LIMITED	F34:SGX
WILTON RESOURCES CORP LIMITED	5F7:CATALIST
WING TAI HLDGS LTD	W05:SGX
WORLD PRECISION MACHINERY LTD	B49:SGX
XINREN ALUMINUM HOLDINGS LTD	MN5:SGX
XMH HOLDINGS LTD.	M9F:SGX
XPRESS HOLDINGS LTD	I04:SGX
"XYEC HOLDINGS CO., LTD."	5WR:CATALIST
YAMADA GREEN RESOURCES LIMITED	MC7:SGX
YANGZIJIANG SHIPBLDG HLDGS LTD	BS6:SGX
YANLORD LAND GROUP LIMITED	Z25:SGX
YEO HIAP SENG LTD	Y03:SGX
YHI INTERNATIONAL LIMITED	Y08:SGX
YING LI INTL REAL ESTATE LTD	5DM:SGX
YOMA STRATEGIC HOLDINGS LTD	Z59:SGX
YONG XIN INTL HOLDINGS LTD.	CX5:SGX
YONGMAO HOLDINGS LIMITED	E6A:SGX
YONGNAM HOLDINGS LIMITED	Y02:SGX
YOUYUE INTERNATIONAL LIMITED	Y06:SGX
YUEXIU PROPERTY CO LIMITED	G10:SGX
ZAGRO ASIA LIMITED	Z01:SGX
ZHONGMIN BAIHUI RETAIL GRP LTD	5SR:SGX
ZHONGXIN FRUIT AND JUICE LTD	5EG:CATALIST
ZIWO HOLDINGS LTD.	I9T:SGX
Z-OBEE HOLDINGS LIMITED	D5N:SGX
