129,GTI2010,.,540,TUNG LOK RESTAURANTS 2000 LTD,31-Mar-09,40,1,41
228,GTI2009,.,540,TUNG LOK RESTAURANTS 2000 LTD,31-Mar-08,42,-5,37
230,GTI2013,.,541,CRAFT PRINT INTERNATIONAL LTD,30-Sep-12,41,-2,39
196,GTI2012,.,541,CRAFT PRINT INTERNATIONAL LTD,30-Sep-11,38,0,38
76,GTI2011,.,541,CRAFT PRINT INTERNATIONAL LTD,30-Sep-10,43,1,44
196,GTI2010,.,541,CRAFT PRINT INTERNATIONAL LTD,30-Sep-08,40,-2,38
111,GTI2009,.,541,CRAFT PRINT INTERNATIONAL LTD,30-Sep-07,46,-5,41
450,GTI2013,.,542,GIKEN SAKATA (S) LIMITED,31-Aug-12,30,0,30
622,GTI2012,.,542,GIKEN SAKATA (S) LTD,31-Aug-11,19,0,19
325,GTI2011,.,542,GIKEN SAKATA (S) LIMITED,31-Aug-10,33,-3,30
352,GTI2010,.,542,GIKEN SAKATA (S) LIMITED,31-Mar-09,32,0,32
505,GTI2009,.,542,GIKEN SAKATA (S) LIMITED,31-Mar-08,27,0,27
598,GTI2013,.,543,NOEL GIFTS INTERNATIONAL LTD,30-Jun-12,27,-5,22
641,GTI2012,.,543,NOEL GIFTS INTERNATIONAL LTD,30-Jun-11,22,-5,17
575,GTI2011,.,543,NOEL GIFTS INTERNATIONAL LTD,30-Jun-10,25,-8,17
543,GTI2010,.,543,NOEL GIFTS INTERNATIONAL LTD,30-Jun-09,28,-3,25
665,GTI2009,.,543,NOEL GIFTS INTERNATIONAL LTD,30-Jun-08,22,-11,11
66,GTI2013,.,544,CSE GLOBAL LTD,31-Dec-12,57,0,57
46,GTI2012,.,544,CSE GLOBAL LTD,31-Dec-10,57,-3,54
34,GTI2011,.,544,CSE GLOBAL LTD,31-Dec-09,64,-9,55
23,GTI2010,.,544,CSE GLOBAL LTD,31-Dec-08,66,-9,57
82,GTI2009,.,544,CSE GLOBAL LTD,31-Dec-07,52,-9,43
185,GTI2013,.,545,VALLIANZ HOLDINGS LIMITED,31-Dec-12,36,5,41
436,GTI2012,.,545,VALLIANZ HLDGS LTD,31-Dec-10,28,1,29
407,GTI2011,.,545,VALLIANZ HOLDINGS LIMITED (FORMERLY ENZER CORPORATION LIMITED),31-Mar-10,41,-14,27
662,GTI2010,.,545,ENZER CORPORATION LIMITED,31-Mar-09,29,-18,11
383,GTI2009,.,545,ENZER CORPORATION LIMITED,31-Mar-08,37,-5,32
396,GTI2013,.,546,MEDTECS INTERNATIONAL CORP LTD,31-Dec-12,37,-5,32
242,GTI2012,.,546,MEDTECS INTERNATIONAL CORP LTD,31-Dec-10,38,-2,36
325,GTI2011,.,546,MEDTECS INTERNATIONAL CORP LTD,31-Dec-09,37,-7,30
352,GTI2010,.,546,MEDTECS INTERNATIONAL CORP LTD,31-Dec-08,40,-8,32
140,GTI2009,.,546,MEDTECS INTERNATIONAL CORP LTD,31-Dec-07,45,-5,40
630,GTI2013,.,547,NOBEL DESIGN HOLDINGS LTD,31-Dec-12,25,-6,19
633,GTI2012,.,547,NOBEL DESIGN HLDGS LTD,31-Dec-10,27,-9,18
618,GTI2011,.,547,NOBEL DESIGN HOLDINGS LTD,31-Dec-09,22,-9,13
564,GTI2010,.,547,NOBEL DESIGN HOLDINGS LTD,31-Dec-08,33,-9,24
644,GTI2009,.,547,NOBEL DESIGN HOLDINGS LTD,31-Dec-07,23,-5,18
578,GTI2013,.,550,ELITE KSB HOLDINGS LIMITED,30-Jun-12,26,-2,24
622,GTI2012,.,550,ELITE KSB HLDGS LTD,30-Jun-11,18,1,19
407,GTI2011,.,550,ELITE KSB HOLDINGS LIMITED,30-Jun-10,26,1,27
196,GTI2010,.,550,ELITE KSB HOLDINGS LIMITED,30-Jun-09,35,3,38
357,GTI2009,.,550,ELITE KSB HOLDINGS LIMITED,30-Jun-08,32,1,33
18,GTI2013,.,552,QIAN HU CORPORATION LIMITED,31-Dec-12,72,10,82
11,GTI2012,.,552,QIAN HU CORP LTD,31-Dec-10,73,9,82
8,GTI2011,.,552,QIAN HU CORPORATION LIMITED,31-Dec-09,70,10,80
14,GTI2010,.,552,QIAN HU CORPORATION LIMITED,31-Dec-08,63,4,67
15,GTI2009,.,552,QIAN HU CORPORATION LIMITED,31-Dec-07,57,-2,55
598,GTI2013,.,554,KING WAN CORPORATION LIMITED,31-Mar-12,38,-16,22
611,GTI2012,.,554,KING WAN CORP LTD,31-Mar-11,36,-16,20
479,GTI2011,.,554,KING WAN CORPORATION LIMITED,31-Mar-10,37,-13,24
129,GTI2010,.,554,KING WAN CORPORATION LIMITED,31-Mar-09,41,0,41
442,GTI2009,.,554,KING WAN CORPORATION LIMITED,31-Mar-08,35,-5,30
132,GTI2013,.,557,VIKING OFFSHORE AND MARINE LTD,31-Dec-12,49,-3,46
436,GTI2012,.,557,VIKING OFFSHORE AND MARINE LTD,31-Dec-10,32,-3,29
514,GTI2011,.,557,VIKING OFFSHORE AND MARINE LTD (FORMERLY NOVENA HOLDINGS LIMITED),31-Dec-09,47,-25,22
608,GTI2010,.,557,VIKING OFFSHORE AND MARINE LTD (FORMERLY NOVENA HOLDINGS LIMITED),31-Dec-08,37,-16,21
292,GTI2009,.,557,NOVENA HOLDINGS LIMITED,31-Dec-07,40,-5,35
132,GTI2013,.,558,UMS HOLDINGS LIMITED,31-Dec-12,52,-6,46
73,GTI2012,.,558,UMS HLDGS LTD,31-Dec-10,55,-6,49
42,GTI2011,.,558,UMS HOLDINGS LIMITED,31-Dec-09,53,-2,51
216,GTI2010,.,558,UMS HOLDINGS LIMITED,31-Dec-08,39,-2,37
